layer_name,layer_type,output_shape,elapsed_ms,process_rss_bytes,process_vms_bytes,system_total_ram_bytes,system_available_ram_bytes,system_used_ram_bytes,system_ram_percent,gpu_allocated_bytes,gpu_reserved_bytes,gpu_max_allocated_bytes,gpu_max_reserved_bytes
pool3,MaxPool2d,"(64, 96, 26, 26)",0.652182032354176,1354477568,20037988352,201390104576,197166161920,4223942656,2.1,102196736,161480704,102196736,161480704
drop3,Dropout,"(64, 96, 26, 26)",0.04105200059711933,1354477568,20037988352,201390104576,197166161920,4223942656,2.1,102196736,161480704,102196736,161480704
pool5,MaxPool2d,"(64, 256, 2, 2)",0.17062202095985413,1354477568,20037988352,201390104576,197166161920,4223942656,2.1,102196736,161480704,102196736,161480704
drop5,Dropout,"(64, 256, 2, 2)",0.043925014324486256,1354477568,20037988352,201390104576,197166161920,4223942656,2.1,102196736,161480704,102196736,161480704
